Index,X_pixel,Y_pixel,I,J,Albedo
759,-37.47969978827917,-60.36764108074457,0,22,59
759,-37.587479061653156,-66.9117783016871,1,4,70
759,-37.587479061653156,-64.36683604909834,1,11,168
759,-37.587479061653156,-64.00327287015709,1,12,173
759,-37.587479061653156,-63.639709691215835,1,13,182
759,-37.587479061653156,-63.27614651227458,1,14,181
759,-37.587479061653156,-62.91258333333333,1,15,167
759,-37.587479061653156,-62.54902015439208,1,16,175
759,-37.587479061653156,-62.185456975450826,1,17,185
759,-37.587479061653156,-61.09476743862707,1,20,178
759,-37.587479061653156,-60.731204259685825,1,21,160
759,-37.587479061653156,-60.36764108074457,1,22,125
759,-37.587479061653156,-60.00407790180332,1,23,54
759,-37.695258335027134,-67.27534148062834,2,3,63
759,-37.695258335027134,-64.36683604909834,2,11,184
759,-37.695258335027134,-64.00327287015709,2,12,146
759,-37.695258335027134,-63.639709691215835,2,13,176
759,-37.695258335027134,-63.27614651227458,2,14,173
759,-37.695258335027134,-62.91258333333333,2,15,167
759,-37.695258335027134,-62.54902015439208,2,16,177
759,-37.695258335027134,-62.185456975450826,2,17,188
759,-37.695258335027134,-61.09476743862707,2,20,158
759,-37.695258335027134,-60.731204259685825,2,21,139
759,-37.695258335027134,-60.36764108074457,2,22,124
759,-37.695258335027134,-60.00407790180332,2,23,133
759,-37.695258335027134,-59.64051472286207,2,24,60
759,-37.80303760840111,-67.63890465956959,3,2,35
759,-37.80303760840111,-65.09396240698084,3,9,188
759,-37.80303760840111,-64.00327287015709,3,12,164
759,-37.80303760840111,-63.639709691215835,3,13,134
759,-37.80303760840111,-63.27614651227458,3,14,148
759,-37.80303760840111,-62.91258333333333,3,15,181
759,-37.80303760840111,-62.54902015439208,3,16,185
759,-37.80303760840111,-62.185456975450826,3,17,184
759,-37.80303760840111,-61.82189379650958,3,18,178
759,-37.80303760840111,-61.45833061756832,3,19,165
759,-37.80303760840111,-61.09476743862707,3,20,153
759,-37.80303760840111,-60.731204259685825,3,21,133
759,-37.80303760840111,-60.36764108074457,3,22,120
759,-37.80303760840111,-60.00407790180332,3,23,168
759,-37.80303760840111,-59.64051472286207,3,24,162
759,-37.80303760840111,-59.276951543920816,3,25,52
759,-37.9108168817751,-67.63890465956959,4,2,155
759,-37.9108168817751,-65.09396240698084,4,9,185
759,-37.9108168817751,-64.73039922803959,4,10,183
759,-37.9108168817751,-64.36683604909834,4,11,168
759,-37.9108168817751,-64.00327287015709,4,12,186
759,-37.9108168817751,-63.639709691215835,4,13,161
759,-37.9108168817751,-63.27614651227458,4,14,151
759,-37.9108168817751,-62.91258333333333,4,15,180
759,-37.9108168817751,-62.54902015439208,4,16,181
759,-37.9108168817751,-61.82189379650958,4,18,182
759,-37.9108168817751,-61.45833061756832,4,19,156
759,-37.9108168817751,-61.09476743862707,4,20,146
759,-37.9108168817751,-60.731204259685825,4,21,152
759,-37.9108168817751,-60.36764108074457,4,22,126
759,-37.9108168817751,-60.00407790180332,4,23,165
759,-37.9108168817751,-59.276951543920816,4,25,149
759,-37.9108168817751,-58.91338836497957,4,26,38
759,-38.018596155149076,-68.00246783851085,5,1,43
759,-38.018596155149076,-64.36683604909834,5,11,155
759,-38.018596155149076,-64.00327287015709,5,12,131
759,-38.018596155149076,-63.639709691215835,5,13,163
759,-38.018596155149076,-63.27614651227458,5,14,182
759,-38.018596155149076,-62.91258333333333,5,15,189
759,-38.018596155149076,-61.82189379650958,5,18,186
759,-38.018596155149076,-61.45833061756832,5,19,178
759,-38.018596155149076,-61.09476743862707,5,20,149
759,-38.018596155149076,-60.731204259685825,5,21,161
759,-38.018596155149076,-60.36764108074457,5,22,149
759,-38.018596155149076,-60.00407790180332,5,23,165
759,-38.018596155149076,-59.276951543920816,5,25,188
759,-38.018596155149076,-58.91338836497957,5,26,113
759,-38.12637542852306,-68.00246783851085,6,1,140
759,-38.12637542852306,-64.36683604909834,6,11,171
759,-38.12637542852306,-64.00327287015709,6,12,112
759,-38.12637542852306,-63.639709691215835,6,13,153
759,-38.12637542852306,-62.91258333333333,6,15,182
759,-38.12637542852306,-62.54902015439208,6,16,180
759,-38.12637542852306,-61.82189379650958,6,18,171
759,-38.12637542852306,-61.45833061756832,6,19,174
759,-38.12637542852306,-60.731204259685825,6,21,186
759,-38.12637542852306,-60.36764108074457,6,22,162
759,-38.12637542852306,-60.00407790180332,6,23,165
759,-38.12637542852306,-59.64051472286207,6,24,165
759,-38.12637542852306,-59.276951543920816,6,25,163
759,-38.12637542852306,-58.91338836497957,6,26,139
759,-38.12637542852306,-58.54982518603832,6,27,63
759,-38.23415470189704,-64.36683604909834,7,11,183
759,-38.23415470189704,-64.00327287015709,7,12,167
759,-38.23415470189704,-63.639709691215835,7,13,153
759,-38.23415470189704,-62.91258333333333,7,15,166
759,-38.23415470189704,-62.54902015439208,7,16,155
759,-38.23415470189704,-62.185456975450826,7,17,184
759,-38.23415470189704,-61.82189379650958,7,18,183
759,-38.23415470189704,-60.36764108074457,7,22,177
759,-38.23415470189704,-60.00407790180332,7,23,158
759,-38.23415470189704,-59.64051472286207,7,24,155
759,-38.23415470189704,-59.276951543920816,7,25,147
759,-38.23415470189704,-58.91338836497957,7,26,132
759,-38.23415470189704,-58.54982518603832,7,27,70
759,-38.34193397527102,-68.3660310174521,8,0,66
759,-38.34193397527102,-65.82108876486333,8,7,189
759,-38.34193397527102,-64.36683604909834,8,11,179
759,-38.34193397527102,-64.00327287015709,8,12,175
759,-38.34193397527102,-63.639709691215835,8,13,161
759,-38.34193397527102,-63.27614651227458,8,14,177
759,-38.34193397527102,-62.91258333333333,8,15,171
759,-38.34193397527102,-62.54902015439208,8,16,156
759,-38.34193397527102,-62.185456975450826,8,17,178
759,-38.34193397527102,-61.82189379650958,8,18,187
759,-38.34193397527102,-60.731204259685825,8,21,189
759,-38.34193397527102,-60.36764108074457,8,22,164
759,-38.34193397527102,-60.00407790180332,8,23,169
759,-38.34193397527102,-59.64051472286207,8,24,151
759,-38.34193397527102,-59.276951543920816,8,25,128
759,-38.34193397527102,-58.91338836497957,8,26,141
759,-38.34193397527102,-58.54982518603832,8,27,74
759,-38.449713248645004,-68.3660310174521,9,0,106
759,-38.449713248645004,-64.73039922803959,9,10,189
759,-38.449713248645004,-64.36683604909834,9,11,145
759,-38.449713248645004,-64.00327287015709,9,12,148
759,-38.449713248645004,-63.639709691215835,9,13,166
759,-38.449713248645004,-63.27614651227458,9,14,169
759,-38.449713248645004,-62.91258333333333,9,15,162
759,-38.449713248645004,-62.54902015439208,9,16,175
759,-38.449713248645004,-62.185456975450826,9,17,177
759,-38.449713248645004,-61.82189379650958,9,18,172
759,-38.449713248645004,-61.45833061756832,9,19,185
759,-38.449713248645004,-60.36764108074457,9,22,156
759,-38.449713248645004,-60.00407790180332,9,23,171
759,-38.449713248645004,-59.64051472286207,9,24,149
759,-38.449713248645004,-59.276951543920816,9,25,127
759,-38.449713248645004,-58.91338836497957,9,26,140
759,-38.449713248645004,-58.54982518603832,9,27,98
759,-38.449713248645004,-58.18626200709706,9,28,37
759,-38.55749252201898,-68.3660310174521,10,0,138
759,-38.55749252201898,-65.09396240698084,10,9,185
759,-38.55749252201898,-64.36683604909834,10,11,141
759,-38.55749252201898,-64.00327287015709,10,12,118
759,-38.55749252201898,-63.639709691215835,10,13,169
759,-38.55749252201898,-63.27614651227458,10,14,183
759,-38.55749252201898,-62.91258333333333,10,15,169
759,-38.55749252201898,-62.54902015439208,10,16,173
759,-38.55749252201898,-62.185456975450826,10,17,172
759,-38.55749252201898,-61.82189379650958,10,18,176
759,-38.55749252201898,-60.36764108074457,10,22,169
759,-38.55749252201898,-60.00407790180332,10,23,167
759,-38.55749252201898,-59.64051472286207,10,24,145
759,-38.55749252201898,-59.276951543920816,10,25,115
759,-38.55749252201898,-58.91338836497957,10,26,121
759,-38.55749252201898,-58.54982518603832,10,27,114
759,-38.55749252201898,-58.18626200709706,10,28,43
759,-38.66527179539296,-68.3660310174521,11,0,169
759,-38.66527179539296,-65.09396240698084,11,9,175
759,-38.66527179539296,-64.73039922803959,11,10,176
759,-38.66527179539296,-64.36683604909834,11,11,176
759,-38.66527179539296,-64.00327287015709,11,12,160
759,-38.66527179539296,-63.639709691215835,11,13,156
759,-38.66527179539296,-63.27614651227458,11,14,161
759,-38.66527179539296,-62.91258333333333,11,15,167
759,-38.66527179539296,-62.54902015439208,11,16,181
759,-38.66527179539296,-62.185456975450826,11,17,176
759,-38.66527179539296,-60.36764108074457,11,22,169
759,-38.66527179539296,-60.00407790180332,11,23,153
759,-38.66527179539296,-59.64051472286207,11,24,155
759,-38.66527179539296,-59.276951543920816,11,25,138
759,-38.66527179539296,-58.91338836497957,11,26,129
759,-38.66527179539296,-58.54982518603832,11,27,137
759,-38.66527179539296,-58.18626200709706,11,28,53
759,-38.77305106876695,-68.3660310174521,12,0,179
759,-38.77305106876695,-65.09396240698084,12,9,186
759,-38.77305106876695,-64.73039922803959,12,10,182
759,-38.77305106876695,-64.36683604909834,12,11,168
759,-38.77305106876695,-64.00327287015709,12,12,164
759,-38.77305106876695,-63.639709691215835,12,13,139
759,-38.77305106876695,-63.27614651227458,12,14,147
759,-38.77305106876695,-62.91258333333333,12,15,148
759,-38.77305106876695,-62.54902015439208,12,16,159
759,-38.77305106876695,-60.36764108074457,12,22,176
759,-38.77305106876695,-60.00407790180332,12,23,156
759,-38.77305106876695,-59.64051472286207,12,24,152
759,-38.77305106876695,-59.276951543920816,12,25,169
759,-38.77305106876695,-58.91338836497957,12,26,147
759,-38.77305106876695,-58.54982518603832,12,27,141
759,-38.77305106876695,-58.18626200709706,12,28,47
759,-38.880830342140925,-68.3660310174521,13,0,169
759,-38.880830342140925,-66.9117783016871,13,4,189
759,-38.880830342140925,-65.45752558592208,13,8,170
759,-38.880830342140925,-65.09396240698084,13,9,186
759,-38.880830342140925,-64.73039922803959,13,10,187
759,-38.880830342140925,-64.36683604909834,13,11,162
759,-38.880830342140925,-64.00327287015709,13,12,171
759,-38.880830342140925,-63.639709691215835,13,13,131
759,-38.880830342140925,-63.27614651227458,13,14,111
759,-38.880830342140925,-62.91258333333333,13,15,134
759,-38.880830342140925,-62.54902015439208,13,16,154
759,-38.880830342140925,-62.185456975450826,13,17,185
759,-38.880830342140925,-60.731204259685825,13,21,186
759,-38.880830342140925,-60.36764108074457,13,22,179
759,-38.880830342140925,-60.00407790180332,13,23,176
759,-38.880830342140925,-59.64051472286207,13,24,164
759,-38.880830342140925,-59.276951543920816,13,25,153
759,-38.880830342140925,-58.91338836497957,13,26,135
759,-38.880830342140925,-58.54982518603832,13,27,107
759,-38.98860961551491,-68.3660310174521,14,0,133
759,-38.98860961551491,-66.54821512274584,14,5,159
759,-38.98860961551491,-65.45752558592208,14,8,163
759,-38.98860961551491,-65.09396240698084,14,9,173
759,-38.98860961551491,-64.73039922803959,14,10,186
759,-38.98860961551491,-64.36683604909834,14,11,166
759,-38.98860961551491,-64.00327287015709,14,12,114
759,-38.98860961551491,-63.639709691215835,14,13,121
759,-38.98860961551491,-63.27614651227458,14,14,124
759,-38.98860961551491,-62.91258333333333,14,15,138
759,-38.98860961551491,-62.54902015439208,14,16,150
759,-38.98860961551491,-62.185456975450826,14,17,167
759,-38.98860961551491,-60.731204259685825,14,21,180
759,-38.98860961551491,-60.36764108074457,14,22,185
759,-38.98860961551491,-60.00407790180332,14,23,177
759,-38.98860961551491,-59.64051472286207,14,24,173
759,-38.98860961551491,-59.276951543920816,14,25,145
759,-38.98860961551491,-58.91338836497957,14,26,140
759,-38.98860961551491,-58.54982518603832,14,27,84
759,-39.09638888888889,-68.3660310174521,15,0,84
759,-39.09638888888889,-66.9117783016871,15,4,185
759,-39.09638888888889,-66.54821512274584,15,5,168
759,-39.09638888888889,-65.45752558592208,15,8,140
759,-39.09638888888889,-65.09396240698084,15,9,141
759,-39.09638888888889,-64.73039922803959,15,10,179
759,-39.09638888888889,-64.36683604909834,15,11,176
759,-39.09638888888889,-64.00327287015709,15,12,152
759,-39.09638888888889,-63.639709691215835,15,13,114
759,-39.09638888888889,-63.27614651227458,15,14,120
759,-39.09638888888889,-62.91258333333333,15,15,163
759,-39.09638888888889,-62.54902015439208,15,16,165
759,-39.09638888888889,-62.185456975450826,15,17,186
759,-39.09638888888889,-61.82189379650958,15,18,159
759,-39.09638888888889,-61.45833061756832,15,19,149
759,-39.09638888888889,-60.00407790180332,15,23,178
759,-39.09638888888889,-59.64051472286207,15,24,161
759,-39.09638888888889,-59.276951543920816,15,25,146
759,-39.09638888888889,-58.91338836497957,15,26,148
759,-39.09638888888889,-58.54982518603832,15,27,68
759,-39.20416816226287,-68.3660310174521,16,0,36
759,-39.20416816226287,-68.00246783851085,16,1,185
759,-39.20416816226287,-66.9117783016871,16,4,188
759,-39.20416816226287,-66.54821512274584,16,5,147
759,-39.20416816226287,-66.1846519438046,16,6,185
759,-39.20416816226287,-65.45752558592208,16,8,180
759,-39.20416816226287,-65.09396240698084,16,9,140
759,-39.20416816226287,-64.73039922803959,16,10,160
759,-39.20416816226287,-64.36683604909834,16,11,172
759,-39.20416816226287,-64.00327287015709,16,12,160
759,-39.20416816226287,-63.639709691215835,16,13,136
759,-39.20416816226287,-63.27614651227458,16,14,115
759,-39.20416816226287,-62.91258333333333,16,15,155
759,-39.20416816226287,-62.54902015439208,16,16,175
759,-39.20416816226287,-61.82189379650958,16,18,174
759,-39.20416816226287,-61.45833061756832,16,19,145
759,-39.20416816226287,-61.09476743862707,16,20,181
759,-39.20416816226287,-60.00407790180332,16,23,187
759,-39.20416816226287,-59.64051472286207,16,24,165
759,-39.20416816226287,-59.276951543920816,16,25,172
759,-39.20416816226287,-58.91338836497957,16,26,139
759,-39.20416816226287,-58.54982518603832,16,27,45
759,-39.31194743563685,-68.00246783851085,17,1,143
759,-39.31194743563685,-66.54821512274584,17,5,183
759,-39.31194743563685,-66.1846519438046,17,6,184
759,-39.31194743563685,-65.45752558592208,17,8,187
759,-39.31194743563685,-65.09396240698084,17,9,157
759,-39.31194743563685,-64.73039922803959,17,10,161
759,-39.31194743563685,-64.36683604909834,17,11,153
759,-39.31194743563685,-64.00327287015709,17,12,143
759,-39.31194743563685,-63.639709691215835,17,13,137
759,-39.31194743563685,-63.27614651227458,17,14,125
759,-39.31194743563685,-62.91258333333333,17,15,161
759,-39.31194743563685,-62.54902015439208,17,16,177
759,-39.31194743563685,-62.185456975450826,17,17,174
759,-39.31194743563685,-61.82189379650958,17,18,183
759,-39.31194743563685,-61.45833061756832,17,19,171
759,-39.31194743563685,-61.09476743862707,17,20,174
759,-39.31194743563685,-60.731204259685825,17,21,184
759,-39.31194743563685,-59.64051472286207,17,24,175
759,-39.31194743563685,-59.276951543920816,17,25,187
759,-39.31194743563685,-58.91338836497957,17,26,124
759,-39.41972670901083,-68.00246783851085,18,1,75
759,-39.41972670901083,-65.45752558592208,18,8,180
759,-39.41972670901083,-65.09396240698084,18,9,161
759,-39.41972670901083,-64.73039922803959,18,10,148
759,-39.41972670901083,-64.36683604909834,18,11,139
759,-39.41972670901083,-64.00327287015709,18,12,143
759,-39.41972670901083,-63.639709691215835,18,13,172
759,-39.41972670901083,-63.27614651227458,18,14,173
759,-39.41972670901083,-62.91258333333333,18,15,169
759,-39.41972670901083,-62.185456975450826,18,17,163
759,-39.41972670901083,-61.45833061756832,18,19,189
759,-39.41972670901083,-61.09476743862707,18,20,174
759,-39.41972670901083,-60.731204259685825,18,21,175
759,-39.41972670901083,-60.36764108074457,18,22,186
759,-39.41972670901083,-58.91338836497957,18,26,99
759,-39.52750598238482,-67.63890465956959,19,2,159
759,-39.52750598238482,-65.82108876486333,19,7,189
759,-39.52750598238482,-65.45752558592208,19,8,176
759,-39.52750598238482,-65.09396240698084,19,9,185
759,-39.52750598238482,-64.73039922803959,19,10,157
759,-39.52750598238482,-64.36683604909834,19,11,156
759,-39.52750598238482,-64.00327287015709,19,12,149
759,-39.52750598238482,-63.639709691215835,19,13,141
759,-39.52750598238482,-63.27614651227458,19,14,183
759,-39.52750598238482,-62.54902015439208,19,16,177
759,-39.52750598238482,-62.185456975450826,19,17,172
759,-39.52750598238482,-60.731204259685825,19,21,146
759,-39.52750598238482,-60.36764108074457,19,22,159
759,-39.52750598238482,-58.91338836497957,19,26,47
759,-39.635285255758795,-67.63890465956959,20,2,55
759,-39.635285255758795,-65.82108876486333,20,7,181
759,-39.635285255758795,-65.45752558592208,20,8,173
759,-39.635285255758795,-65.09396240698084,20,9,177
759,-39.635285255758795,-64.36683604909834,20,11,148
759,-39.635285255758795,-64.00327287015709,20,12,139
759,-39.635285255758795,-63.639709691215835,20,13,168
759,-39.635285255758795,-63.27614651227458,20,14,153
759,-39.635285255758795,-62.91258333333333,20,15,177
759,-39.635285255758795,-62.185456975450826,20,17,184
759,-39.635285255758795,-60.731204259685825,20,21,155
759,-39.635285255758795,-60.36764108074457,20,22,110
759,-39.635285255758795,-59.276951543920816,20,25,123
759,-39.74306452913277,-67.27534148062834,21,3,85
759,-39.74306452913277,-66.1846519438046,21,6,189
759,-39.74306452913277,-65.82108876486333,21,7,185
759,-39.74306452913277,-65.45752558592208,21,8,183
759,-39.74306452913277,-65.09396240698084,21,9,181
759,-39.74306452913277,-64.36683604909834,21,11,168
759,-39.74306452913277,-64.00327287015709,21,12,115
759,-39.74306452913277,-63.639709691215835,21,13,183
759,-39.74306452913277,-63.27614651227458,21,14,171
759,-39.74306452913277,-62.91258333333333,21,15,142
759,-39.74306452913277,-61.82189379650958,21,18,189
759,-39.74306452913277,-61.45833061756832,21,19,182
759,-39.74306452913277,-60.731204259685825,21,21,160
759,-39.74306452913277,-60.36764108074457,21,22,113
759,-39.74306452913277,-60.00407790180332,21,23,168
759,-39.74306452913277,-59.64051472286207,21,24,162
759,-39.85084380250676,-66.9117783016871,22,4,69
759,-39.85084380250676,-66.54821512274584,22,5,184
759,-39.85084380250676,-66.1846519438046,22,6,189
759,-39.85084380250676,-65.82108876486333,22,7,187
759,-39.85084380250676,-65.45752558592208,22,8,182
759,-39.85084380250676,-65.09396240698084,22,9,189
759,-39.85084380250676,-64.00327287015709,22,12,145
759,-39.85084380250676,-63.639709691215835,22,13,168
759,-39.85084380250676,-62.91258333333333,22,15,146
759,-39.85084380250676,-62.54902015439208,22,16,150
759,-39.85084380250676,-61.45833061756832,22,19,188
759,-39.85084380250676,-60.731204259685825,22,21,188
759,-39.85084380250676,-60.36764108074457,22,22,140
759,-39.85084380250676,-60.00407790180332,22,23,87
759,-39.95862307588074,-66.54821512274584,23,5,34
759,-39.95862307588074,-66.1846519438046,23,6,131
759,-39.95862307588074,-65.82108876486333,23,7,187
759,-39.95862307588074,-65.45752558592208,23,8,186
759,-39.95862307588074,-64.00327287015709,23,12,189
759,-39.95862307588074,-62.54902015439208,23,16,144
759,-39.95862307588074,-62.185456975450826,23,17,176
759,-39.95862307588074,-61.82189379650958,23,18,178
759,-39.95862307588074,-60.36764108074457,23,22,83
759,-40.066402349254716,-65.82108876486333,24,7,41
759,-40.066402349254716,-65.45752558592208,24,8,103
759,-40.066402349254716,-65.09396240698084,24,9,165
759,-40.066402349254716,-63.27614651227458,24,14,189
759,-40.066402349254716,-62.54902015439208,24,16,184
759,-40.066402349254716,-62.185456975450826,24,17,167
759,-40.066402349254716,-61.82189379650958,24,18,173
759,-40.066402349254716,-61.45833061756832,24,19,129
759,-40.066402349254716,-61.09476743862707,24,20,83
759,-40.1741816226287,-64.73039922803959,25,10,57
759,-40.1741816226287,-64.36683604909834,25,11,97
759,-40.1741816226287,-64.00327287015709,25,12,124
759,-40.1741816226287,-63.639709691215835,25,13,150
759,-40.1741816226287,-63.27614651227458,25,14,156
759,-40.1741816226287,-62.91258333333333,25,15,140
759,-40.1741816226287,-62.54902015439208,25,16,115
759,-40.1741816226287,-62.185456975450826,25,17,68
764,-36.493169605537275,-64.2790699290835,0,5,46
764,-36.493169605537275,-63.91591849173071,0,6,163
764,-36.493169605537275,-63.55276705437791,0,7,182
764,-36.493169605537275,-63.18961561702512,0,8,165
764,-36.493169605537275,-62.82646417967232,0,9,171
764,-36.493169605537275,-62.46331274231953,0,10,168
764,-36.493169605537275,-62.10016130496673,0,11,178
764,-36.493169605537275,-61.73700986761394,0,12,188
764,-36.493169605537275,-59.92125268084997,0,17,175
764,-36.493169605537275,-59.55810124349717,0,18,156
764,-36.493169605537275,-59.19494980614438,0,19,163
764,-36.493169605537275,-58.83179836879158,0,20,164
764,-36.493169605537275,-58.46864693143879,0,21,137
764,-36.493169605537275,-58.10549549408599,0,22,66
764,-36.60082681701998,-64.6422213664363,1,4,56
764,-36.60082681701998,-64.2790699290835,1,5,183
764,-36.60082681701998,-63.55276705437791,1,7,181
764,-36.60082681701998,-63.18961561702512,1,8,169
764,-36.60082681701998,-62.82646417967232,1,9,141
764,-36.60082681701998,-62.46331274231953,1,10,148
764,-36.60082681701998,-62.10016130496673,1,11,158
764,-36.60082681701998,-60.28440411820276,1,16,187
764,-36.60082681701998,-59.92125268084997,1,17,184
764,-36.60082681701998,-59.55810124349717,1,18,169
764,-36.60082681701998,-59.19494980614438,1,19,168
764,-36.60082681701998,-58.83179836879158,1,20,151
764,-36.60082681701998,-58.46864693143879,1,21,134
764,-36.60082681701998,-58.10549549408599,1,22,137
764,-36.60082681701998,-57.7423440567332,1,23,57
764,-36.708484028502674,-65.00537280378909,2,3,52
764,-36.708484028502674,-64.6422213664363,2,4,174
764,-36.708484028502674,-63.55276705437791,2,7,156
764,-36.708484028502674,-63.18961561702512,2,8,151
764,-36.708484028502674,-62.82646417967232,2,9,137
764,-36.708484028502674,-62.46331274231953,2,10,146
764,-36.708484028502674,-62.10016130496673,2,11,158
764,-36.708484028502674,-61.73700986761394,2,12,178
764,-36.708484028502674,-60.28440411820276,2,16,183
764,-36.708484028502674,-59.92125268084997,2,17,187
764,-36.708484028502674,-59.55810124349717,2,18,180
764,-36.708484028502674,-59.19494980614438,2,19,167
764,-36.708484028502674,-58.83179836879158,2,20,141
764,-36.708484028502674,-58.46864693143879,2,21,136
764,-36.708484028502674,-58.10549549408599,2,22,124
764,-36.708484028502674,-57.7423440567332,2,23,140
764,-36.708484028502674,-57.379192619380404,2,24,53
764,-36.81614123998538,-65.36852424114188,3,2,36
764,-36.81614123998538,-65.00537280378909,3,3,183
764,-36.81614123998538,-64.6422213664363,3,4,159
764,-36.81614123998538,-64.2790699290835,3,5,171
764,-36.81614123998538,-63.55276705437791,3,7,169
764,-36.81614123998538,-63.18961561702512,3,8,138
764,-36.81614123998538,-62.82646417967232,3,9,129
764,-36.81614123998538,-62.46331274231953,3,10,162
764,-36.81614123998538,-62.10016130496673,3,11,172
764,-36.81614123998538,-61.373858430261144,3,13,173
764,-36.81614123998538,-61.010706992908354,3,14,163
764,-36.81614123998538,-59.55810124349717,3,18,176
764,-36.81614123998538,-59.19494980614438,3,19,157
764,-36.81614123998538,-58.83179836879158,3,20,157
764,-36.81614123998538,-58.46864693143879,3,21,153
764,-36.81614123998538,-58.10549549408599,3,22,124
764,-36.81614123998538,-57.7423440567332,3,23,118
764,-36.81614123998538,-57.379192619380404,3,24,118
764,-36.81614123998538,-57.01604118202761,3,25,44
764,-36.92379845146807,-65.36852424114188,4,2,145
764,-36.92379845146807,-64.6422213664363,4,4,170
764,-36.92379845146807,-64.2790699290835,4,5,156
764,-36.92379845146807,-63.91591849173071,4,6,180
764,-36.92379845146807,-63.55276705437791,4,7,178
764,-36.92379845146807,-63.18961561702512,4,8,165
764,-36.92379845146807,-62.82646417967232,4,9,129
764,-36.92379845146807,-62.46331274231953,4,10,160
764,-36.92379845146807,-62.10016130496673,4,11,183
764,-36.92379845146807,-61.373858430261144,4,13,179
764,-36.92379845146807,-61.010706992908354,4,14,156
764,-36.92379845146807,-60.647555555555556,4,15,187
764,-36.92379845146807,-59.55810124349717,4,18,178
764,-36.92379845146807,-59.19494980614438,4,19,172
764,-36.92379845146807,-58.83179836879158,4,20,176
764,-36.92379845146807,-58.46864693143879,4,21,158
764,-36.92379845146807,-58.10549549408599,4,22,128
764,-36.92379845146807,-57.7423440567332,4,23,117
764,-36.92379845146807,-57.379192619380404,4,24,130
764,-36.92379845146807,-57.01604118202761,4,25,144
764,-36.92379845146807,-56.652889744674816,4,26,40
764,-37.031455662950776,-65.73167567849468,5,1,51
764,-37.031455662950776,-64.2790699290835,5,5,174
764,-37.031455662950776,-63.91591849173071,5,6,170
764,-37.031455662950776,-63.55276705437791,5,7,158
764,-37.031455662950776,-63.18961561702512,5,8,157
764,-37.031455662950776,-62.82646417967232,5,9,147
764,-37.031455662950776,-62.46331274231953,5,10,163
764,-37.031455662950776,-61.73700986761394,5,12,180
764,-37.031455662950776,-61.373858430261144,5,13,184
764,-37.031455662950776,-61.010706992908354,5,14,178
764,-37.031455662950776,-60.647555555555556,5,15,180
764,-37.031455662950776,-60.28440411820276,5,16,184
764,-37.031455662950776,-58.83179836879158,5,20,176
764,-37.031455662950776,-58.46864693143879,5,21,156
764,-37.031455662950776,-58.10549549408599,5,22,110
764,-37.031455662950776,-57.7423440567332,5,23,122
764,-37.031455662950776,-57.379192619380404,5,24,165
764,-37.031455662950776,-56.652889744674816,5,26,140
764,-37.13911287443348,-65.73167567849468,6,1,139
764,-37.13911287443348,-64.6422213664363,6,4,188
764,-37.13911287443348,-64.2790699290835,6,5,169
764,-37.13911287443348,-63.91591849173071,6,6,155
764,-37.13911287443348,-63.55276705437791,6,7,149
764,-37.13911287443348,-63.18961561702512,6,8,165
764,-37.13911287443348,-62.46331274231953,6,10,180
764,-37.13911287443348,-61.73700986761394,6,12,169
764,-37.13911287443348,-60.647555555555556,6,15,180
764,-37.13911287443348,-60.28440411820276,6,16,165
764,-37.13911287443348,-58.83179836879158,6,20,178
764,-37.13911287443348,-58.46864693143879,6,21,143
764,-37.13911287443348,-58.10549549408599,6,22,116
764,-37.13911287443348,-57.7423440567332,6,23,127
764,-37.13911287443348,-57.379192619380404,6,24,173
764,-37.13911287443348,-57.01604118202761,6,25,181
764,-37.13911287443348,-56.652889744674816,6,26,187
764,-37.13911287443348,-56.28973830732202,6,27,76
764,-37.246770085916175,-64.6422213664363,7,4,186
764,-37.246770085916175,-63.91591849173071,7,6,166
764,-37.246770085916175,-63.55276705437791,7,7,159
764,-37.246770085916175,-63.18961561702512,7,8,155
764,-37.246770085916175,-62.82646417967232,7,9,172
764,-37.246770085916175,-61.73700986761394,7,12,182
764,-37.246770085916175,-60.28440411820276,7,16,134
764,-37.246770085916175,-59.92125268084997,7,17,156
764,-37.246770085916175,-58.83179836879158,7,20,183
764,-37.246770085916175,-58.46864693143879,7,21,134
764,-37.246770085916175,-58.10549549408599,7,22,138
764,-37.246770085916175,-57.7423440567332,7,23,170
764,-37.246770085916175,-57.379192619380404,7,24,148
764,-37.246770085916175,-57.01604118202761,7,25,174
764,-37.246770085916175,-56.652889744674816,7,26,176
764,-37.246770085916175,-56.28973830732202,7,27,78
764,-37.35442729739888,-66.09482711584748,8,0,61
764,-37.35442729739888,-65.00537280378909,8,3,188
764,-37.35442729739888,-64.6422213664363,8,4,181
764,-37.35442729739888,-63.55276705437791,8,7,128
764,-37.35442729739888,-63.18961561702512,8,8,178
764,-37.35442729739888,-62.82646417967232,8,9,167
764,-37.35442729739888,-62.46331274231953,8,10,156
764,-37.35442729739888,-61.373858430261144,8,13,186
764,-37.35442729739888,-60.28440411820276,8,16,136
764,-37.35442729739888,-59.92125268084997,8,17,124
764,-37.35442729739888,-58.83179836879158,8,20,184
764,-37.35442729739888,-58.46864693143879,8,21,153
764,-37.35442729739888,-58.10549549408599,8,22,149
764,-37.35442729739888,-57.7423440567332,8,23,174
764,-37.35442729739888,-57.379192619380404,8,24,175
