Index,Time,Latitude,Longitude,Albedo,Elevation
777,2022-05-12 20:06:20.328125,-36.86986111111111,-56.91277777777778,133.33509374976288,1
783,2022-05-12 20:06:52.757093,-34.20558333333334,-54.773777777777774,149.3150278542184,89
787,2022-05-12 20:07:14.414276,-33.11586111111111,-53.979527777777776,154.06524483876473,28
832,2022-05-12 20:11:18.200663,-22.15286111111111,-41.865972222222226,139.4679896408133,87
1318,2022-05-12 20:55:31.982038,29.767166666666665,120.23316666666666,40.13664942914309,9
1319,2022-05-12 20:55:37.436513,29.51877777777778,120.4995,44.07318173722021,718
1320,2022-05-12 20:55:42.890895,29.269777777777776,120.76438888888889,48.45885628792286,370
1321,2022-05-12 20:55:48.345519,29.02011111111111,121.02791666666667,52.97341344526839,626
1322,2022-05-12 20:55:53.792998,28.770166666666665,121.28972222222222,57.971478103923246,104
1323,2022-05-12 20:55:59.272136,28.518166666666666,121.55166666666666,62.79013364523158,3
1452,2022-05-12 21:07:37.607295,-5.799888888888889,148.81366666666668,145.29289238617673,121
1453,2022-05-12 21:07:43.005826,-5.525805555555555,149.01,145.94827882775377,510
1458,2022-05-12 21:08:09.959234,-6.159000000000001,149.9938611111111,136.41970190229742,110
1471,2022-05-12 21:09:19.826501,-10.631833333333333,152.58019444444443,140.162255005503,296
1475,2022-05-12 21:09:41.317116,-11.552583333333333,153.38875,152.92687494243935,35
1819,2022-05-12 21:41:36.118069,-29.098222222222223,-71.17491666666668,142.87692817060437,606
1823,2022-05-12 21:41:57.476816,-28.058944444444442,-70.23111111111112,137.37288410929528,1308
1824,2022-05-12 21:42:02.826199,-28.30113888888889,-70.49216666666666,141.10518296202238,847
1825,2022-05-12 21:42:08.183585,-28.54425,-70.75216666666667,142.78715384041203,508
1826,2022-05-12 21:42:13.552709,-28.788555555555558,-69.0115,146.53134564048577,3991
1827,2022-05-12 21:42:18.906715,-27.03280555555556,-69.26877777777777,149.00670865591357,3953
1828,2022-05-12 21:42:24.302304,-27.279388888888892,-69.52661111111111,148.84127671419293,2815
1829,2022-05-12 21:42:29.650527,-27.52463888888889,-69.78111111111112,148.51563800499392,2418
1830,2022-05-12 21:42:35.005691,-27.770722222222226,-68.0346111111111,146.6661392158391,3338
1831,2022-05-12 21:42:40.364777,-26.017500000000002,-68.28699999999999,146.35302040007923,4358
1832,2022-05-12 21:42:45.721852,-26.264777777777777,-68.53805555555556,145.4989182608426,4596
1833,2022-05-12 21:42:51.079298,-26.512555555555554,-68.78788888888889,144.55878858024693,4316
1834,2022-05-12 21:42:56.435439,-26.76086111111111,-67.03647222222222,143.94292644482022,3648
1835,2022-05-12 21:43:01.791902,-25.009722222222223,-67.28386111111111,142.685030494405,3568
1836,2022-05-12 21:43:07.150863,-25.259194444444443,-67.53019444444445,142.0050330008137,3781
1837,2022-05-12 21:43:12.506643,-25.509083333333333,-67.77522222222223,143.1355498921167,4779
1838,2022-05-12 21:43:17.866524,-25.759638888888887,-66.01927777777777,142.6875324115812,1885
1839,2022-05-12 21:43:23.230386,-24.01086111111111,-66.2623611111111,142.8456775609374,3564
1840,2022-05-12 21:43:28.597246,-24.262805555555556,-66.50452777777778,144.582257939281,5165
1841,2022-05-12 21:43:33.969361,-24.515444444444444,-66.74577777777777,146.34799579291808,3915
1842,2022-05-12 21:43:39.345401,-24.76877777777778,-66.98613888888889,146.684411570386,3660
1843,2022-05-12 21:43:44.723891,-23.02266666666667,-65.2255,146.74609527235663,4325
1844,2022-05-12 21:43:50.105215,-23.277194444444447,-65.46394444444445,148.44224053952792,3726
1845,2022-05-12 21:43:55.490420,-23.53236111111111,-65.70147222222222,149.8084242240749,3601
1846,2022-05-12 21:44:00.877281,-23.788055555555555,-65.93805555555556,150.15008486458564,3445
1847,2022-05-12 21:44:06.262658,-22.044138888888888,-64.17355555555557,149.7358466215441,921
1848,2022-05-12 21:44:11.650610,-22.300805555555556,-64.40816666666667,150.7126412325752,974
1849,2022-05-12 21:44:17.040503,-22.557972222222222,-64.64183333333334,151.69509992425566,1172
1850,2022-05-12 21:44:22.429935,-22.815555555555555,-64.87450000000001,151.86956369370947,1434
1851,2022-05-12 21:44:27.841472,-21.074638888888888,-63.107166666666664,152.70590848208184,599
1852,2022-05-12 21:44:33.235138,-21.33325,-63.338055555555556,153.05762525110688,356
1853,2022-05-12 21:44:38.633251,-21.59241666666667,-63.56816666666667,153.5199780953512,727
1854,2022-05-12 21:44:44.023729,-21.851833333333335,-63.79719444444444,151.71812935864094,978
1855,2022-05-12 21:44:49.414825,-20.11163888888889,-62.025277777777774,148.99522679090552,370
1856,2022-05-12 21:44:54.808981,-20.37188888888889,-62.25252777777778,145.83751551720943,398
1857,2022-05-12 21:45:00.204737,-20.63261111111111,-62.478972222222225,141.56949498342323,422
1858,2022-05-12 21:45:05.597862,-20.893638888888887,-62.70444444444445,136.03099827297137,429
1859,2022-05-12 21:45:10.990586,-19.155,-62.92908333333333,130.59567526154495,462
1860,2022-05-12 21:45:16.384560,-19.416805555555555,-61.15286111111111,125.0872954520825,318
1861,2022-05-12 21:45:21.778971,-19.67888888888889,-61.37580555555556,115.53847382328175,295
1862,2022-05-12 21:45:27.171698,-19.941388888888888,-61.597972222222225,105.10335791289663,359
1863,2022-05-12 21:45:32.563835,-18.204166666666666,-61.819250000000004,94.53366709300201,295
1864,2022-05-12 21:45:37.956081,-18.467277777777777,-60.03972222222222,86.51854209997595,473
1865,2022-05-12 21:45:43.410499,-18.733805555555556,-60.26197222222222,79.99873254724295,350
1866,2022-05-12 21:45:48.803206,-18.997583333333335,-60.48088888888889,74.44662944970212,343
1867,2022-05-12 21:45:54.193220,-17.26161111111111,-60.699000000000005,69.62842911400287,303
1868,2022-05-12 21:45:59.585064,-17.52605555555556,-60.916444444444444,65.32936519926277,266
1869,2022-05-12 21:46:04.977088,-17.79077777777778,-59.13311111111111,61.30529485839194,418
1870,2022-05-12 21:46:10.368931,-16.055805555555555,-59.34908333333333,56.359769889753686,498
1871,2022-05-12 21:46:15.777547,-16.322,-59.56505555555556,51.82029909582584,212
1872,2022-05-12 21:46:21.167622,-16.587583333333335,-59.779583333333335,48.36196056779525,182
1873,2022-05-12 21:46:26.560136,-16.853555555555555,-59.9935,44.76673731454931,286
1874,2022-05-12 21:46:31.949841,-15.119694444444445,-58.206694444444445,41.155763739232135,487
1875,2022-05-12 21:46:37.344099,-15.386333333333333,-58.41936111111111,38.285981441573014,275
